,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
16761,ECOR11,NODE_21,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,100,257,0,0,71926,72696,257,1,4.63E-166,510,100
16722,ECOR11,NODE_21,BAC0315|pstA|sp|P07654|PSTA_ECOLI,100,296,0,0,72882,73769,296,1,1.86E-180,553,100
16741,ECOR11,NODE_21,BAC0317|pstC|sp|P0AGH8|PSTC_ECOLI,100,319,0,0,73772,74728,319,1,2.84E-175,539,100
1669,ECOR11,NODE_21,BAC0318|pstS|sp|P0AG82|PSTS_ECOLI,100,346,0,0,74818,75855,346,1,0,676,100
49842,ECOR11,NODE_22,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,110,0,0,3,332,110,1,5.08E-66,231,100
49961,ECOR11,NODE_22,BAC0273|nikD|sp|P33593|NIKD_ECOLI,39.766,171,100,1,35833,36345,243,76,8.08E-26,107,60.23
50933,ECOR11,NODE_22,BAC0177|gadX|sp|P37639|GADX_ECOLI,35.135,74,45,2,68498,68716,170,241,1.40E-05,47.8,60.81
51032,ECOR11,NODE_22,BAC0379|tbtA|tr|Q71UZ7|Q71UZ7_PSEST,38,50,31,0,86338,86487,116,67,0.008,39.7,68
26961,ECOR11,NODE_23,BAC0090|corR/coaR|tr|H0P0Y2|H0P0Y2_9SYNC,34.694,49,31,1,2822,2965,223,175,6.3,30,65.31
2675,ECOR11,NODE_23,BAC0086|corA|sp|P0ABI4|CORA_ECOLI,100,316,0,0,54692,55639,1,316,0,624,100
39802,ECOR11,NODE_24,BAC0210|mdtA/yegM|sp|P76397|MDTA_ECOLI,99.277,415,3,0,54123,55367,1,415,0,804,100
39701,ECOR11,NODE_24,BAC0211|mdtB/yegN|sp|P76398|MDTB_ECOLI,99.519,1040,5,0,55370,58489,1,1040,0,1964,99.9
39724,ECOR11,NODE_24,BAC0212|mdtC/yegO|sp|P76399|MDTC_ECOLI,99.512,1025,5,0,58493,61567,1,1025,0,1850,99.9
39781,ECOR11,NODE_24,BAC0040|baeS|sp|P30847|BAES_ECOLI,100,467,0,0,62983,64383,1,467,0,909,100
39831,ECOR11,NODE_24,BAC0039|baeR|sp|P69228|BAER_ECOLI,100,240,0,0,64383,65102,1,240,1.04E-145,451,100
4082,ECOR11,NODE_24,BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI,100,90,0,0,83740,84009,90,1,4.64E-53,179,100
39823,ECOR11,NODE_24,BAC0330|rcnA/yohM|sp|P76425|RCNA_ECOLI,100,274,0,0,84130,84951,1,274,8.78E-155,478,100
40721,ECOR11,NODE_24,BAC0331|rcnB/yohN|sp|P64534|RCNB_ECOLI,100,112,0,0,85173,85508,1,112,9.75E-65,213,100
25781,ECOR11,NODE_25,BAC0459|zitB/ybgR|sp|P75757|ZITB_ECOLI,100,307,0,0,46012,46932,307,1,5.95E-153,475,100
2617,ECOR11,NODE_25,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.17,47,30,0,54554,54694,528,482,3.6,30.8,63.83
2579,ECOR11,NODE_25,BAC0608|modE|sp|P0A9G8|MODE_ECOLI,100,262,0,0,55968,56753,262,1,6.44E-150,464,100
2577,ECOR11,NODE_25,BAC0609|modA|sp|P37329|MODA_ECOLI,100,257,0,0,57198,57968,1,257,5.20E-169,518,100
25812,ECOR11,NODE_25,BAC0610|modB|sp|P0AF01|MODB_ECOLI,100,229,0,0,57971,58657,1,229,4.34E-105,334,100
2573,ECOR11,NODE_25,BAC0611|modC|sp|P09833|MODC_ECOLI,100,352,0,0,58663,59718,1,352,0,674,100
26352,ECOR11,NODE_25,BAC0003|acn|tr|O53166|O53166_MYCTU,42.553,47,26,1,67523,67663,820,865,0.064,37,63.83
2576,ECOR11,NODE_25,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,82.111,341,55,2,85466,86473,362,23,0,561,88.27
6754,ECOR11,NODE_26,BAC0041|bcr|sp|P28246|BCR_ECOLI,99.747,396,1,0,23721,24908,1,396,0,652,100
680,ECOR11,NODE_26,BAC0274|nikE|sp|P33594|NIKE_ECOLI,42.857,210,118,2,25664,26290,232,24,1.85E-41,152,64.29
7454,ECOR11,NODE_26,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,37.5,48,30,0,65352,65495,480,527,0.005,40,62.5
52342,ECOR11,NODE_27,BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE,59.565,690,273,5,12677,14737,690,4,0,718,73.62
52671,ECOR11,NODE_27,BAC0294|oqxA|tr|Q69HW3|Q69HW3_ECOLX,33.333,42,28,0,67846,67971,63,104,0.45,33.5,66.67
74321,ECOR11,NODE_28,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,31.111,45,31,0,2666,2800,116,160,2.8,29.6,60
7409,ECOR11,NODE_28,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,24.444,45,34,0,9200,9334,186,142,6,28.9,64.44
74251,ECOR11,NODE_28,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,15372,15506,62,106,0.34,33.5,60
613,ECOR11,NODE_29,BAC0561|marR|sp|P27245|MARR_ECOLI,99.306,144,1,0,28785,29216,1,144,6.43E-92,291,100
6216,ECOR11,NODE_29,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,100,127,0,0,29239,29619,1,127,9.97E-84,267,100
631,ECOR11,NODE_29,BAC0436|ydeI|sp|P31130|YDEI_ECOLI,100,130,0,0,33772,34161,130,1,4.25E-83,266,100
18552,ECOR11,NODE_3,BAC0534|emrD-3|tr|A5EYZ6|A5EYZ6_VIBC3,35.714,42,24,1,103971,104087,102,61,3.6,32,71.43
17682,ECOR11,NODE_3,BAC0218|mdtK/ydhE|sp|P37340|MDTK_ECOLI,99.781,457,1,0,130517,131887,457,1,0,798,100
17702,ECOR11,NODE_3,BAC0707|sodB|sp|P0AGD3|SODF_ECOLI,100,187,0,0,139479,140039,187,1,1.85E-111,352,100
17751,ECOR11,NODE_3,BAC0217|mdtJ/ebrB/ydgF|sp|Q3Z1V3|MDTJ_SHISS,100,121,0,0,201910,202272,1,121,8.31E-71,232,100
4395,ECOR11,NODE_30,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,49.324,148,66,3,9844,10287,132,270,1.65E-32,131,64.86
49341,ECOR11,NODE_31,BAC0048|bfrA|sp|P63697|BFR_MYCTU,44.966,149,82,0,3527,3973,1,149,6.21E-35,129,62.42
49332,ECOR11,NODE_31,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,100,141,0,0,31122,31544,1,141,1.56E-90,287,100
24631,ECOR11,NODE_32,BAC0710|arrB|AAQ01673|,36.364,44,26,1,5881,6012,43,2,0.013,37,61.36
24191,ECOR11,NODE_32,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,74.725,91,23,0,12930,13202,91,1,8.25E-36,138,82.42
2413,ECOR11,NODE_32,BAC0435|yddg/emrE|sp|D0ZXP9|YDDG_SALT1,85.959,292,41,0,13468,14343,292,1,7.71E-148,458,92.47
24121,ECOR11,NODE_32,BAC0174|gadC/xasA|sp|P63235|GADC_ECOLI,100,511,0,0,35970,37502,511,1,0,880,100
5225,ECOR11,NODE_33,BAC0177|gadX|sp|P37639|GADX_ECOLI,100,274,0,0,484,1305,1,274,1.48E-175,537,100
5243,ECOR11,NODE_33,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,100,242,0,0,1676,2401,1,242,3.55E-163,500,100
48110,ECOR11,NODE_33,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.904,1037,1,0,2770,5880,1037,1,0,1920,99.9
505,ECOR11,NODE_33,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,100,385,0,0,5908,7062,385,1,0,778,100
534,ECOR11,NODE_33,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,7404,7928,175,1,2.48E-113,354,100
5802,ECOR11,NODE_33,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,100,78,0,0,9650,9883,33,110,1.51E-46,160,100
567,ECOR11,NODE_33,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,100,108,0,0,10002,10325,1,108,1.56E-69,226,100
5516,ECOR11,NODE_33,BAC0584|arsC|sp|O50595|ARSC_ACIMA,94.326,141,8,0,14435,14857,141,1,7.65E-87,276,97.87
5081,ECOR11,NODE_33,BAC0576|arsB|sp|P52146|ARSB2_ECOLX,93.473,429,28,0,14873,16159,429,1,0,724,97.67
56510,ECOR11,NODE_33,BAC0594|arsR|sp|P37309|ARSR_ECOLI,100,117,0,0,16216,16566,117,1,1.78E-73,237,100
4999,ECOR11,NODE_33,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,25956,27377,499,26,0,925,100
8228,ECOR11,NODE_35,BAC0528|vexC|tr|Q9KR86|Q9KR86_VIBCH,44.186,43,23,1,4972,5097,103,61,0.005,38.9,72.09
7983,ECOR11,NODE_35,BAC0307|pcoE|sp|Q47459|PCOE_ECOLX,92.361,144,11,0,11168,11599,144,1,6.22E-47,162,97.22
78521,ECOR11,NODE_35,BAC0309|pcoS|sp|Q47457|PCOS_ECOLX,99.356,466,3,0,11820,13217,466,1,0,951,99.57
7888,ECOR11,NODE_35,BAC0308|pcoR|sp|Q47456|PCOR_ECOLX,100,226,0,0,13217,13894,226,1,1.29E-138,429,100
7871,ECOR11,NODE_35,BAC0306|pcoD|sp|Q47455|PCOD_ECOLX,100,309,0,0,13952,14878,309,1,0,556,100
7929,ECOR11,NODE_35,BAC0305|pcoC|sp|Q47454|PCOC_ECOLX,100,126,0,0,14886,15263,126,1,6.67E-80,256,100
7868,ECOR11,NODE_35,BAC0304|pcoB|sp|Q47453|PCOB_ECOLX,99.662,296,1,0,15306,16193,296,1,0,605,99.66
78511,ECOR11,NODE_35,BAC0303|pcoA|sp|Q47452|PCOA_ECOLX,99.498,598,3,0,16223,18016,598,1,0,1194,99.5
7985,ECOR11,NODE_35,BAC0307|pcoE|sp|Q47459|PCOE_ECOLX,40.449,89,52,1,18416,18679,50,138,2.52E-12,63.9,61.8
7849,ECOR11,NODE_35,BAC0346|silP|sp|Q9ZHC7|SILP_SALTM,94.654,823,41,2,20001,22466,824,4,0,1465,96.35
7847,ECOR11,NODE_35,BAC0341|silA|sp|Q9ZHC9|SILA_SALTM,98.664,1048,14,0,23102,26245,1048,1,0,2003,99.52
7857,ECOR11,NODE_35,BAC0342|silB|sp|Q9ZHD0|SILB_SALTM,96.069,407,16,0,26259,27479,430,24,0,813,98.77
7966,ECOR11,NODE_35,BAC0345|silF|tr|Q9ZHD1|Q9ZHD1_SALTM,96.667,90,3,0,27665,27934,96,7,9.41E-54,180,98.89
7858,ECOR11,NODE_35,BAC0343|silC|sp|Q9ZHD2|SILC_SALTM,97.397,461,12,0,28046,29428,461,1,0,808,98.92
78551,ECOR11,NODE_35,BAC0348|silS|sp|Q9ZHD4|SILS_SALTM,93.36,497,29,3,30291,31769,1,497,0,874,95.57
7913,ECOR11,NODE_35,BAC0344|silE|sp|Q9Z4N3|SILE_SALTM,100,143,0,0,32017,32445,1,143,3.06E-91,289,100
8194,ECOR11,NODE_35,BAC0713|copM|tr|A0A0F6QDN6|A0A0F6QDN6_9SYNC,42.308,52,30,0,32773,32928,46,97,4.08E-07,50.1,71.15
124,ECOR11,NODE_36,BAC0432|ybtP|tr|Q9R7V3|Q9R7V3_YERPE,99.5,600,3,0,8667,10466,600,1,0,1115,99.67
445,ECOR11,NODE_38,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,46.226,106,57,0,8518,8835,1,106,9.25E-28,106,71.7
24042,ECOR11,NODE_39,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.5,40,23,0,19147,19266,402,441,0.21,33.5,62.5
23795,ECOR11,NODE_39,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,47.458,59,31,0,21003,21179,59,1,7.68E-11,59.3,64.41
22701,ECOR11,NODE_39,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,100,385,0,0,21578,22732,1,385,0,704,100
22411,ECOR11,NODE_39,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,100,1034,0,0,22747,25848,1,1034,0,1990,100
38841,ECOR11,NODE_4,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,29.231,65,41,1,22396,22590,60,1,0.004,41.6,60
37841,ECOR11,NODE_4,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.762,499,96,0,63895,65391,499,1,0,710,89.78
37891,ECOR11,NODE_4,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,100,129,0,0,101998,102384,129,1,3.20E-81,262,100
37921,ECOR11,NODE_4,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,102536,103183,1,216,3.54E-53,186,66.2
37831,ECOR11,NODE_4,BAC0393|tolC|sp|P02930|TOLC_ECOLI,100,468,0,0,110296,111699,21,488,0,908,100
37871,ECOR11,NODE_4,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,100,257,0,0,114671,115441,1,257,7.67E-140,436,100
37901,ECOR11,NODE_4,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,139662,140402,71,314,1.83E-59,208,66.8
37861,ECOR11,NODE_4,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,97.244,254,7,0,141289,142050,254,1,1.20E-166,513,99.21
37222,ECOR11,NODE_40,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,100,441,0,0,3290,4612,441,1,0,849,100
37232,ECOR11,NODE_40,BAC0468|zraS/hydG|sp|P14377|ZRAS_ECOLI,99.785,465,1,0,4612,6006,465,1,0,831,100
3726,ECOR11,NODE_40,BAC0466|zraP|sp|Q9L9I0|ZRAP_SALTY,64.228,123,40,2,6244,6600,1,123,9.24E-39,139,82.11
37661,ECOR11,NODE_40,BAC0395|trgB|tr|O07841|O07841_RHOSH,43.902,41,22,1,10439,10561,287,248,0.94,31.2,60.98
27224,ECOR11,NODE_41,BAC0146|emmdR|tr|D5CJ69|D5CJ69_ENTCC,81.838,457,83,0,8782,10152,459,3,0,662,91.03
5307,ECOR11,NODE_42,BAC0219|mdtM/yjiO|sp|P39386|MDTM_ECOLI,100,410,0,0,3026,4255,1,410,0,812,100
53331,ECOR11,NODE_42,BAC0748|copD|tr|F4ZBY0|F4ZBY0_XANCI,36.585,41,24,1,9392,9514,51,89,3.5,29.3,63.41
7381,ECOR11,NODE_46,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.749,366,121,6,19190,20242,362,1,1.24E-137,431,72.4
2705,ECOR11,NODE_47,BAC0643|corB|tr|Q9X621|Q9X621_SALTM,94.714,227,12,0,10770,11450,227,1,1.46E-143,442,97.8
66932,ECOR11,NODE_48,BAC0375|srpR|sp|Q9R9T9|SRPR_PSEPU,43.137,51,29,0,4115,4267,63,13,2.57E-05,44.3,66.67
1019,ECOR11,NODE_49,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,110,0,0,3,332,110,1,1.17E-66,231,100
10181,ECOR11,NODE_49,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,99.605,253,1,0,11216,11974,253,1,4.19E-167,511,99.6
10172,ECOR11,NODE_49,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,100,759,0,0,12496,14772,759,1,0,1540,100
1409,ECOR11,NODE_5,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.256,242,142,2,9754,10479,238,2,1.71E-46,168,60.74
15121,ECOR11,NODE_5,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,30,50,35,0,24569,24718,81,32,0.036,37.7,64
1550,ECOR11,NODE_5,BAC0710|arrB|AAQ01673|,37.5,48,27,2,31131,31274,46,2,0.008,40,62.5
15951,ECOR11,NODE_5,BAC0708|chtS|ZP_06677962|sensor,29.787,47,32,1,38778,38915,231,277,0.86,33.9,61.7
14131,ECOR11,NODE_5,BAC0434|ychH|sp|P0AB49|YCHH_ECOLI,100,92,0,0,55381,55656,92,1,9.96E-42,148,100
13962,ECOR11,NODE_5,BAC0137|dsbB|sp|P0A6M2|DSBB_ECOLI,100,176,0,0,81417,81944,1,176,1.20E-82,268,100
1402,ECOR11,NODE_5,BAC0450|ymgB/ariR|sp|P75993|ARIR_ECOLI,100,88,0,0,97815,98078,88,1,7.20E-51,174,100
15701,ECOR11,NODE_5,BAC0682|merR1|sp|P22853|MERR_BACCE,30.137,73,51,0,100397,100615,3,75,1.24E-07,52.4,63.01
13912,ECOR11,NODE_5,BAC0530|phoB|tr|C4X6T6|C4X6T6_KLEPN,90.749,227,21,0,108784,109464,11,237,1.99E-129,405,95.59
1387,ECOR11,NODE_5,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,81.893,486,86,2,109467,110918,1,486,0,764,91.56
1398,ECOR11,NODE_5,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.246,285,165,3,125285,126139,1,274,1.03E-53,192,63.51
14101,ECOR11,NODE_5,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.623,212,123,4,133520,134143,237,27,2.64E-34,133,60.85
14952,ECOR11,NODE_5,BAC0357|recG|tr|B5L350|B5L350_9PSED,43.363,113,59,3,139432,139770,1,108,1.50E-20,90.1,61.95
14071,ECOR11,NODE_5,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,100,85,0,0,141504,141758,85,1,6.99E-50,171,100
13891,ECOR11,NODE_5,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,100,210,0,0,141999,142628,1,210,4.33E-142,440,100
1388,ECOR11,NODE_5,BAC0215|mdtG/yceE|sp|P25744|MDTG_ECOLI,100,408,0,0,195342,196565,1,408,0,727,100
33131,ECOR11,NODE_56,BAC0053|bmr|sp|P33449|BMR1_BACSU,27.273,44,32,0,6867,6998,109,66,1.9,28.9,61.36
51531,ECOR11,NODE_58,BAC0125|czcR|sp|Q44006|CZCR_RALME,56.221,217,94,1,3402,4049,217,1,2.07E-79,258,76.96
51521,ECOR11,NODE_58,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,97.549,204,5,0,6602,7213,1,204,2.82E-129,400,99.02
57812,ECOR11,NODE_6,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.417,321,158,8,15934,16884,312,2,7.63E-66,226,64.8
57961,ECOR11,NODE_6,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,47.718,241,125,1,52481,53203,343,582,4.18E-46,177,68.46
57792,ECOR11,NODE_6,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.957,368,127,6,70737,71819,362,1,9.30E-131,414,71.2
59091,ECOR11,NODE_6,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,39.344,61,35,1,96121,96297,153,213,0.34,34.7,62.3
60401,ECOR11,NODE_6,BAC0421|vceR|tr|Q9KS52|Q9KS52_VIBCH,42.857,42,24,0,158389,158514,18,59,0.004,40.4,64.29
1093,ECOR11,NODE_63,BAC0136|dsbA|sp|P0AEG4|DSBA_ECOLI,100,208,0,0,2651,3274,1,208,4.74E-140,430,100
5748,ECOR11,NODE_64,BAC0030|arsA|sp|P52145|ARSA2_ECOLX,46.341,41,20,1,4782,4904,326,364,0.021,35,68.29
48311,ECOR11,NODE_68,BAC0164|fecE|sp|P15031|FECE_ECOLI,100,255,0,0,1367,2131,255,1,1.85E-161,494,100
4832,ECOR11,NODE_68,BAC0163|fecD|sp|P15029|FECD_ECOLI,99.686,318,1,0,2135,3088,318,1,1.43E-147,457,99.69
266,ECOR11,NODE_7,BAC0685|merR|tr|H6WCN2|H6WCN2_9FLAO,40.678,59,35,0,25420,25596,45,103,1.36E-05,45.8,61.02
1882,ECOR11,NODE_7,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,36.287,237,140,2,33048,33743,1,231,2.82E-43,161,61.6
17210,ECOR11,NODE_7,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,100,176,0,0,38911,39438,1,176,4.26E-115,361,100
1642,ECOR11,NODE_7,BAC0147|emrA|sp|P27303|EMRA_ECOLI,100,390,0,0,39568,40737,1,390,0,774,100
1622,ECOR11,NODE_7,BAC0148|emrB|sp|P0AEJ0|EMRB_ECOLI,100,502,0,0,40757,42262,1,502,0,946,100
1793,ECOR11,NODE_7,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,46.319,326,153,5,58806,59762,441,131,6.14E-75,256,63.19
17811,ECOR11,NODE_7,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,46.965,313,153,4,83464,84387,137,441,8.96E-80,271,66.45
2544,ECOR11,NODE_7,BAC0557|ycnK|sp|P94433|YCNK_BACSU,36.066,61,39,0,89053,89235,61,1,6.65E-07,51.2,65.57
16510,ECOR11,NODE_7,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,99.394,330,2,0,94564,95553,330,1,0,654,99.7
280,ECOR11,NODE_7,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,128649,128783,36,80,0.016,39.3,66.67
3077,ECOR11,NODE_7,BAC0281|nmtR|sp|O69711|NMTR_MYCTU,39.535,43,25,1,170259,170387,88,47,8.3,29.3,62.79
8267,ECOR11,NODE_73,BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3,45,40,20,2,2809,2922,146,107,5.2,26.6,62.5
37761,ECOR11,NODE_78,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,35.484,155,100,0,3891,4355,8,162,6.07E-29,110,61.29
4406,ECOR11,NODE_79,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,48.837,43,19,1,1843,1971,85,46,2.51E-05,39.7,62.79
68201,ECOR11,NODE_8,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,55.042,238,88,4,95,793,338,115,1.58E-82,241,65.97
68253,ECOR11,NODE_8,BAC0451|yodD|sp|P64519|YODD_ECOLI,100,75,0,0,9977,10201,75,1,2.55E-43,151,100
6878,ECOR11,NODE_8,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.075,53,36,0,10653,10811,195,143,2,32,60.38
68221,ECOR11,NODE_8,BAC0150|emrE/mvrC|sp|P23895|EMRE_ECOLI,98.182,110,2,0,22832,23161,1,110,6.37E-66,217,99.09
68262,ECOR11,NODE_8,BAC0497|pfr|sp|P52093|FTN_HELPY,44.872,156,86,0,46118,46585,156,1,3.80E-41,149,65.38
70311,ECOR11,NODE_8,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,43.396,53,26,2,66191,66346,52,101,0.009,39.3,66.04
68122,ECOR11,NODE_8,BAC0114|cutC|sp|P67826|CUTC_ECOLI,100,248,0,0,75258,76001,1,248,1.65E-166,511,100
68171,ECOR11,NODE_8,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,72.239,335,92,1,89168,90169,1,335,1.56E-154,482,84.48
68181,ECOR11,NODE_8,BAC0464|znuB/yebI|sp|P39832|ZNUB_ECOLI,100,261,0,0,90328,91110,261,1,5.82E-126,396,100
68132,ECOR11,NODE_8,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,100,251,0,0,91110,91862,251,1,1.94E-163,503,100
68111,ECOR11,NODE_8,BAC0463|znuA/yebL|sp|P39172|ZNUA_ECOLI,100,310,0,0,91941,92870,1,310,1.15E-174,538,100
68191,ECOR11,NODE_8,BAC0252|mntP/yebN|sp|P76264|MNTP_ECOLI,100,188,0,0,128274,128837,188,1,2.25E-106,337,100
33232,ECOR11,NODE_9,BAC0485|pmrC|tr|Q70FH1|Q70FH1_PECCC,58.736,538,222,0,30209,31822,7,544,0,659,76.39
33321,ECOR11,NODE_9,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,59.729,221,89,0,31834,32496,1,221,6.27E-72,239,78.73
33273,ECOR11,NODE_9,BAC0488|pmrB|sp|Q70FG9|PMRB_PECSS,56.941,353,147,3,32536,33585,10,360,3.73E-115,369,71.67
33261,ECOR11,NODE_9,BAC0220|mdtN/yjcR|sp|P32716|MDTN_ECOLI,100,343,0,0,61369,62397,1,343,3.30E-178,549,100
33222,ECOR11,NODE_9,BAC0564|actP/yjcG|sp|P32705|ACTP_ECOLI,100,549,0,0,80013,81659,1,549,0,949,100
33302,ECOR11,NODE_9,BAC0370|soxR|sp|P0ACS2|SOXR_ECOLI,100,154,0,0,86984,87445,154,1,1.06E-98,313,100
33343,ECOR11,NODE_9,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,100,107,0,0,87531,87851,1,107,6.14E-67,220,100
34211,ECOR11,NODE_9,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,44.186,43,19,1,91049,91162,10,52,0.25,35,60.47
3505,ECOR11,NODE_9,BAC0440|yfeB|sp|Q56953|YFEB_YERPE,45.455,77,38,2,93488,93718,134,206,7.53E-09,58.5,64.94
33282,ECOR11,NODE_9,BAC0470|zur/yjbK|sp|P0AC51|ZUR_ECOLI,100,171,0,0,104911,105423,1,171,4.17E-112,352,100
33251,ECOR11,NODE_9,BAC0196|iclR|sp|P16528|ICLR_ECOLI,100,274,0,0,141286,142107,1,274,0,563,100
33312,ECOR11,NODE_9,BAC0447|yjaA|sp|P09162|YJAA_ECOLI,100,127,0,0,151398,151778,127,1,2.59E-80,259,100
48952,ECOR12,NODE_1,BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3,34.667,75,45,2,26290,26514,76,6,0.000166,45.4,60
45071,ECOR12,NODE_1,BAC0087|mgtA|sp|P0ABB8|ATMA_ECOLI,99.777,898,2,0,30302,32995,898,1,0,1781,99.89
48943,ECOR12,NODE_1,BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3,46,50,27,0,71130,71279,77,28,2.54E-06,50.8,64
45452,ECOR12,NODE_1,BAC0378|sugE|sp|P69937|SUGE_ECOLI,100,105,0,0,128423,128737,105,1,1.52E-46,162,100
45232,ECOR12,NODE_1,BAC0113|cutA|sp|P69488|CUTA_ECOLI,100,112,0,0,140256,140591,1,112,6.99E-59,198,100
4510,ECOR12,NODE_1,BAC0485|pmrC|tr|Q70FH1|Q70FH1_PECCC,58.736,538,222,0,170038,171651,7,544,0,659,76.39
45191,ECOR12,NODE_1,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,59.729,221,89,0,171663,172325,1,221,1.21E-71,239,78.73
4514,ECOR12,NODE_1,BAC0488|pmrB|sp|Q70FG9|PMRB_PECSS,56.941,353,147,3,172365,173414,10,360,7.19E-115,369,71.67
45131,ECOR12,NODE_1,BAC0220|mdtN/yjcR|sp|P32716|MDTN_ECOLI,100,343,0,0,201304,202332,1,343,6.37E-178,549,100
4509,ECOR12,NODE_1,BAC0564|actP/yjcG|sp|P32705|ACTP_ECOLI,100,549,0,0,220174,221820,1,549,0,949,100
45171,ECOR12,NODE_1,BAC0370|soxR|sp|P0ACS2|SOXR_ECOLI,100,154,0,0,227145,227606,154,1,2.04E-98,313,100
45212,ECOR12,NODE_1,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,100,107,0,0,227692,228012,1,107,1.18E-66,220,100
4631,ECOR12,NODE_1,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,44.186,43,19,1,231210,231323,10,52,0.49,35,60.47
47362,ECOR12,NODE_1,BAC0440|yfeB|sp|Q56953|YFEB_YERPE,45.455,77,38,2,233649,233879,134,206,1.45E-08,58.5,64.94
